aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
201,314.6,2024-09-30:23,22.7,148,94,94,118,2024-10-01T06:00:00,2024-09-30T23:00:00,1727737200
183,191.4,2024-10-01:00,9,202,85.7,80,119,2024-10-01T07:00:00,2024-10-01T00:00:00,1727740800
201,323.1,2024-10-01:01,21.7,164,94,93.5,133.3,2024-10-01T08:00:00,2024-10-01T01:00:00,1727744400
180,454.8,2024-10-01:02,34.3,126,81,78,147.7,2024-10-01T09:00:00,2024-10-01T02:00:00,1727748000
173,586.5,2024-10-01:03,47,88,73.5,72.5,162,2024-10-01T10:00:00,2024-10-01T03:00:00,1727751600
151,437.1,2024-10-01:04,32.3,125,69,56.33,129.7,2024-10-01T11:00:00,2024-10-01T04:00:00,1727755200
141,287.7,2024-10-01:05,17.7,162,60.5,50.5,97.3,2024-10-01T12:00:00,2024-10-01T05:00:00,1727758800
151,138.3,2024-10-01:06,3,199,75.5,56.5,65,2024-10-01T13:00:00,2024-10-01T06:00:00,1727762400
135,131.1,2024-10-01:07,3.3,187,67.5,48.5,58,2024-10-01T14:00:00,2024-10-01T07:00:00,1727766000
165,123.9,2024-10-01:08,3.7,175,78.5,67,51,2024-10-01T15:00:00,2024-10-01T08:00:00,1727769600
139,116.7,2024-10-01:09,4,163,50,50,44,2024-10-01T16:00:00,2024-10-01T09:00:00,1727773200
163,166.3,2024-10-01:10,8.7,145.3,74,65,48.7,2024-10-01T17:00:00,2024-10-01T10:00:00,1727776800
157,215.9,2024-10-01:11,13.3,127.7,64,61,53.3,2024-10-01T18:00:00,2024-10-01T11:00:00,1727780400
160,265.5,2024-10-01:12,18,110,66,63,58,2024-10-01T19:00:00,2024-10-01T12:00:00,1727784000
199,249,2024-10-01:13,16.3,108.7,97,92,56.3,2024-10-01T20:00:00,2024-10-01T13:00:00,1727787600
199,232.5,2024-10-01:14,14.7,107.3,97,92,54.7,2024-10-01T21:00:00,2024-10-01T14:00:00,1727791200
184,215.9,2024-10-01:15,13,106,83.5,81,53,2024-10-01T22:00:00,2024-10-01T15:00:00,1727794800
168,201,2024-10-01:16,11.7,102,69,69,48.7,2024-10-01T23:00:00,2024-10-01T16:00:00,1727798400
153,186,2024-10-01:17,10.3,98,63,55,44.3,2024-10-02T00:00:00,2024-10-01T17:00:00,1727802000
153,171,2024-10-01:18,9,94,58,58,40,2024-10-02T01:00:00,2024-10-01T18:00:00,1727805600
154,197.1,2024-10-01:19,11.7,86.7,64.5,58.5,44.7,2024-10-02T02:00:00,2024-10-01T19:00:00,1727809200
153,223.1,2024-10-01:20,14.3,79.3,64.7,57.33,49.3,2024-10-02T03:00:00,2024-10-01T20:00:00,1727812800
127,249.2,2024-10-01:21,17,72,45.5,45.5,54,2024-10-02T04:00:00,2024-10-01T21:00:00,1727816400
158,281.9,2024-10-01:22,18.3,73.3,67,61.5,63.3,2024-10-02T05:00:00,2024-10-01T22:00:00,1727820000
142,314.6,2024-10-01:23,19.7,74.7,62,51,72.7,2024-10-02T06:00:00,2024-10-01T23:00:00,1727823600
188,347.2,2024-10-02:00,21,76,84,84,82,2024-10-02T07:00:00,2024-10-02T00:00:00,1727827200
200,273.3,2024-10-02:01,16,94,98,93,74,2024-10-02T08:00:00,2024-10-02T01:00:00,1727830800
192,199.4,2024-10-02:02,11,112,91.5,87,66,2024-10-02T09:00:00,2024-10-02T02:00:00,1727834400
171,125.5,2024-10-02:03,6,130,74,71.5,58,2024-10-02T10:00:00,2024-10-02T03:00:00,1727838000
152,115.7,2024-10-02:04,4.7,130,68.5,57,51.3,2024-10-02T11:00:00,2024-10-02T04:00:00,1727841600
141,106,2024-10-02:05,3.3,130,63,50.5,44.7,2024-10-02T12:00:00,2024-10-02T05:00:00,1727845200
158,96.3,2024-10-02:06,2,130,71.3,61.67,38,2024-10-02T13:00:00,2024-10-02T06:00:00,1727848800
165,96.7,2024-10-02:07,2.3,129.7,70,67,38.7,2024-10-02T14:00:00,2024-10-02T07:00:00,1727852400
132,97.1,2024-10-02:08,2.7,129.3,56.7,47.33,39.3,2024-10-02T15:00:00,2024-10-02T08:00:00,1727856000
133,97.5,2024-10-02:09,3,129,56.3,47.67,40,2024-10-02T16:00:00,2024-10-02T09:00:00,1727859600
157,149.2,2024-10-02:10,5.7,116.3,64,61,42.3,2024-10-02T17:00:00,2024-10-02T10:00:00,1727863200
153,201,2024-10-02:11,8.3,103.7,59,58,44.7,2024-10-02T18:00:00,2024-10-02T11:00:00,1727866800
173,252.7,2024-10-02:12,11,91,82,73,47,2024-10-02T19:00:00,2024-10-02T12:00:00,1727870400
170,271.8,2024-10-02:13,11,87.3,77.8,70.67,50,2024-10-02T20:00:00,2024-10-02T13:00:00,1727874000
150,290.8,2024-10-02:14,11,83.7,66,54,53,2024-10-02T21:00:00,2024-10-02T14:00:00,1727877600
164,309.9,2024-10-02:15,11,80,69.5,66,56,2024-10-02T22:00:00,2024-10-02T15:00:00,1727881200
158,302.3,2024-10-02:16,10.3,78.7,67.5,61.5,54,2024-10-02T23:00:00,2024-10-02T16:00:00,1727884800
157,294.7,2024-10-02:17,9.7,77.3,67.5,61,52,2024-10-03T00:00:00,2024-10-02T17:00:00,1727888400
188,287.1,2024-10-02:18,9,76,123,84,50,2024-10-03T01:00:00,2024-10-02T18:00:00,1727892000
172,268.3,2024-10-02:19,9.3,74.3,77,72,48.3,2024-10-03T02:00:00,2024-10-02T19:00:00,1727895600
177,249.4,2024-10-02:20,9.7,72.7,83,76,46.7,2024-10-03T03:00:00,2024-10-02T20:00:00,1727899200
168,230.5,2024-10-02:21,10,71,77.3,68.67,45,2024-10-03T04:00:00,2024-10-02T21:00:00,1727902800
164,186.6,2024-10-02:22,8.3,83.7,71,66,45,2024-10-03T05:00:00,2024-10-02T22:00:00,1727906400
183,142.6,2024-10-02:23,6.7,96.3,85.5,80,45,2024-10-03T06:00:00,2024-10-02T23:00:00,1727910000
213,98.6,2024-10-03:00,5,109,110,103,45,2024-10-03T07:00:00,2024-10-03T00:00:00,1727913600
220,134.8,2024-10-03:01,8.7,98.3,108,108,47,2024-10-03T08:00:00,2024-10-03T01:00:00,1727917200
201,171,2024-10-03:02,12.3,87.7,101.7,94,49,2024-10-03T09:00:00,2024-10-03T02:00:00,1727920800
198,207.2,2024-10-03:03,16,77,97.5,91.5,51,2024-10-03T10:00:00,2024-10-03T03:00:00,1727924400
179,165.4,2024-10-03:04,11.7,92.7,83,77,44.7,2024-10-03T11:00:00,2024-10-03T04:00:00,1727928000
179,123.5,2024-10-03:05,7.3,108.3,84.5,77,38.3,2024-10-03T12:00:00,2024-10-03T05:00:00,1727931600
145,81.7,2024-10-03:06,3,124,61,52,32,2024-10-03T13:00:00,2024-10-03T06:00:00,1727935200
153,88.1,2024-10-03:07,3.3,128,69,58,33.3,2024-10-03T14:00:00,2024-10-03T07:00:00,1727938800
106,94.5,2024-10-03:08,3.7,132,48,37.5,34.7,2024-10-03T15:00:00,2024-10-03T08:00:00,1727942400
114,101,2024-10-03:09,4,136,50.7,40.67,36,2024-10-03T16:00:00,2024-10-03T09:00:00,1727946000
129,117.1,2024-10-03:10,5.7,134.7,57,46,40,2024-10-03T17:00:00,2024-10-03T10:00:00,1727949600
130,133.3,2024-10-03:11,7.3,133.3,51,46.33,44,2024-10-03T18:00:00,2024-10-03T11:00:00,1727953200
148,149.4,2024-10-03:12,9,132,64,53,48,2024-10-03T19:00:00,2024-10-03T12:00:00,1727956800
130,174.3,2024-10-03:13,10,129,51,46.33,52,2024-10-03T20:00:00,2024-10-03T13:00:00,1727960400
119,199.2,2024-10-03:14,11,126,47.5,42.5,56,2024-10-03T21:00:00,2024-10-03T14:00:00,1727964000
136,224.1,2024-10-03:15,12,123,58.3,48.67,60,2024-10-03T22:00:00,2024-10-03T15:00:00,1727967600
157,237.3,2024-10-03:16,12,115.7,68,61,59.7,2024-10-03T23:00:00,2024-10-03T16:00:00,1727971200
161,250.6,2024-10-03:17,12,108.3,70.3,63.67,59.3,2024-10-04T00:00:00,2024-10-03T17:00:00,1727974800
162,263.8,2024-10-03:18,12,101,70,64.5,59,2024-10-04T01:00:00,2024-10-03T18:00:00,1727978400
162,253.9,2024-10-03:19,12,90,77.5,64.5,56.3,2024-10-04T02:00:00,2024-10-03T19:00:00,1727982000
176,243.9,2024-10-03:20,12,79,83,75,53.7,2024-10-04T03:00:00,2024-10-03T20:00:00,1727985600
161,234,2024-10-03:21,12,68,64,64,51,2024-10-04T04:00:00,2024-10-03T21:00:00,1727989200
154,267.5,2024-10-03:22,14.7,68.3,66.7,58.33,58,2024-10-04T05:00:00,2024-10-03T22:00:00,1727992800
158,300.9,2024-10-03:23,17.3,68.7,75.5,61.5,65,2024-10-04T06:00:00,2024-10-03T23:00:00,1727996400
182,334.4,2024-10-04:00,20,69,92.5,79.5,72,2024-10-04T07:00:00,2024-10-04T00:00:00,1728000000
167,263.4,2024-10-04:01,15,92,79,68,68.3,2024-10-04T08:00:00,2024-10-04T01:00:00,1728003600
179,192.4,2024-10-04:02,10,115,86,77,64.7,2024-10-04T09:00:00,2024-10-04T02:00:00,1728007200
155,121.4,2024-10-04:03,5,138,67,59,61,2024-10-04T10:00:00,2024-10-04T03:00:00,1728010800
153,112.8,2024-10-04:04,4,137.7,70.5,58,55.7,2024-10-04T11:00:00,2024-10-04T04:00:00,1728014400
169,104.3,2024-10-04:05,3,137.3,80.5,69.5,50.3,2024-10-04T12:00:00,2024-10-04T05:00:00,1728018000
157,95.7,2024-10-04:06,2,137,65,61,45,2024-10-04T13:00:00,2024-10-04T06:00:00,1728021600
142,97.3,2024-10-04:07,2.7,135,61.5,51,44.3,2024-10-04T14:00:00,2024-10-04T07:00:00,1728025200
143,98.8,2024-10-04:08,3.3,133,61,51.5,43.7,2024-10-04T15:00:00,2024-10-04T08:00:00,1728028800
142,100.4,2024-10-04:09,4,131,61.5,51,43,2024-10-04T16:00:00,2024-10-04T09:00:00,1728032400
114,128,2024-10-04:10,6.7,128.3,50,40.67,45,2024-10-04T17:00:00,2024-10-04T10:00:00,1728036000
110,155.6,2024-10-04:11,9.3,125.7,46,39,47,2024-10-04T18:00:00,2024-10-04T11:00:00,1728039600
98,183.3,2024-10-04:12,12,123,39.3,34.33,49,2024-10-04T19:00:00,2024-10-04T12:00:00,1728043200
85,209.7,2024-10-04:13,11.7,120.7,33,28,49.7,2024-10-04T20:00:00,2024-10-04T13:00:00,1728046800
197,236.2,2024-10-04:14,11.3,118.3,90.5,90.5,50.3,2024-10-04T21:00:00,2024-10-04T14:00:00,1728050400
191,262.6,2024-10-04:15,11,116,86,86,51,2024-10-04T22:00:00,2024-10-04T15:00:00,1728054000
137,273.1,2024-10-04:16,12.3,111,61,49,52.3,2024-10-04T23:00:00,2024-10-04T16:00:00,1728057600
150,283.6,2024-10-04:17,13.7,106,66,54,53.7,2024-10-05T00:00:00,2024-10-04T17:00:00,1728061200
178,294.1,2024-10-04:18,15,101,85,76.5,55,2024-10-05T01:00:00,2024-10-04T18:00:00,1728064800
164,286.9,2024-10-04:19,14,102,77,66,55,2024-10-05T02:00:00,2024-10-04T19:00:00,1728068400
146,279.7,2024-10-04:20,13,103,64.5,52.5,55,2024-10-05T03:00:00,2024-10-04T20:00:00,1728072000
178,272.5,2024-10-04:21,12,104,77.5,76.5,55,2024-10-05T04:00:00,2024-10-04T21:00:00,1728075600
174,249.8,2024-10-04:22,13,107.3,76,73.5,56.7,2024-10-05T05:00:00,2024-10-04T22:00:00,1728079200
179,227,2024-10-04:23,14,110.7,77,77,58.3,2024-10-05T06:00:00,2024-10-04T23:00:00,1728082800
169,204.3,2024-10-05:00,15,114,76.3,69.67,60,2024-10-05T07:00:00,2024-10-05T00:00:00,1728086400
185,170.8,2024-10-05:01,11.3,118.3,96.5,82,51.3,2024-10-05T08:00:00,2024-10-05T01:00:00,1728090000
149,137.3,2024-10-05:02,7.7,122.7,66.5,53.5,42.7,2024-10-05T09:00:00,2024-10-05T02:00:00,1728093600
197,103.9,2024-10-05:03,4,127,98,91,34,2024-10-05T10:00:00,2024-10-05T03:00:00,1728097200
163,100.6,2024-10-05:04,3.7,127.3,76.3,65,32,2024-10-05T11:00:00,2024-10-05T04:00:00,1728100800
169,97.3,2024-10-05:05,3.3,127.7,76.5,69.5,30,2024-10-05T12:00:00,2024-10-05T05:00:00,1728104400
162,94,2024-10-05:06,3,128,64.5,64.5,28,2024-10-05T13:00:00,2024-10-05T06:00:00,1728108000
122,94,2024-10-05:07,3.3,123,52.7,43.67,27,2024-10-05T14:00:00,2024-10-05T07:00:00,1728111600
137,94,2024-10-05:08,3.7,118,61,49,26,2024-10-05T15:00:00,2024-10-05T08:00:00,1728115200
115,94,2024-10-05:09,4,113,50,41,25,2024-10-05T16:00:00,2024-10-05T09:00:00,1728118800
134,120.6,2024-10-05:10,7.3,102,62,48,28.7,2024-10-05T17:00:00,2024-10-05T10:00:00,1728122400
108,147.3,2024-10-05:11,10.7,91,46,38.5,32.3,2024-10-05T18:00:00,2024-10-05T11:00:00,1728126000
87,173.9,2024-10-05:12,14,80,36,29,36,2024-10-05T19:00:00,2024-10-05T12:00:00,1728129600
119,185.6,2024-10-05:13,15.7,77.7,57.3,42.33,45,2024-10-05T20:00:00,2024-10-05T13:00:00,1728133200
150,197.3,2024-10-05:14,17.3,75.3,78.7,55.67,54,2024-10-05T21:00:00,2024-10-05T14:00:00,1728136800
168,208.9,2024-10-05:15,19,73,100,69,63,2024-10-05T22:00:00,2024-10-05T15:00:00,1728140400
110,263.6,2024-10-05:16,24.7,67,49,39,93,2024-10-05T23:00:00,2024-10-05T16:00:00,1728144000
159,291.2,2024-10-31:17,29.3,44,62,62,68.3,2024-11-01T00:00:00,2024-10-31T17:00:00,1730394000
196,326.8,2024-10-31:18,34,41,90,90,78,2024-11-01T01:00:00,2024-10-31T18:00:00,1730397600
194,266.1,2024-10-31:19,26.3,50.3,90.7,88.33,64.3,2024-11-01T02:00:00,2024-10-31T19:00:00,1730401200
189,205.4,2024-10-31:20,18.7,59.7,88,85,50.7,2024-11-01T03:00:00,2024-10-31T20:00:00,1730404800
189,144.7,2024-10-31:21,11,69,92,85,37,2024-11-01T04:00:00,2024-10-31T21:00:00,1730408400
183,174.7,2024-10-31:22,11.7,72,80,80,40.7,2024-11-01T05:00:00,2024-10-31T22:00:00,1730412000
179,204.6,2024-10-31:23,12.3,75,96,77,44.3,2024-11-01T06:00:00,2024-10-31T23:00:00,1730415600
219,234.6,2024-11-01:00,13,78,108,107,48,2024-11-01T07:00:00,2024-11-01T00:00:00,1730419200
199,190.3,2024-11-01:01,10.3,93,97.3,92.33,44.3,2024-11-01T08:00:00,2024-11-01T01:00:00,1730422800
201,145.9,2024-11-01:02,7.7,108,94,94,40.7,2024-11-01T09:00:00,2024-11-01T02:00:00,1730426400
160,101.5,2024-11-01:03,5,123,76,63,37,2024-11-01T10:00:00,2024-11-01T03:00:00,1730430000
160,97.7,2024-11-01:04,4,123.7,82,63,32.3,2024-11-01T11:00:00,2024-11-01T04:00:00,1730433600
171,93.8,2024-11-01:05,3,124.3,86,71,27.7,2024-11-01T12:00:00,2024-11-01T05:00:00,1730437200
91,89.9,2024-11-01:06,2,125,47,31,23,2024-11-01T13:00:00,2024-11-01T06:00:00,1730440800
179,95.5,2024-11-01:07,3,119.7,82,77,21,2024-11-01T14:00:00,2024-11-01T07:00:00,1730444400
161,101.2,2024-11-01:08,4,114.3,64,64,19,2024-11-01T15:00:00,2024-11-01T08:00:00,1730448000
159,106.8,2024-11-01:09,5,109,62,62,17,2024-11-01T16:00:00,2024-11-01T09:00:00,1730451600
156,121,2024-11-01:10,6.3,99.3,60,60,17,2024-11-01T17:00:00,2024-11-01T10:00:00,1730455200
151,135.2,2024-11-01:11,7.7,89.7,56,56,17,2024-11-01T18:00:00,2024-11-01T11:00:00,1730458800
107,149.4,2024-11-01:12,9,80,57,38,17,2024-11-01T19:00:00,2024-11-01T12:00:00,1730462400
161,153.7,2024-11-01:13,9.3,76,64,64,20,2024-11-01T20:00:00,2024-11-01T13:00:00,1730466000
161,158,2024-11-01:14,9.7,72,64,64,23,2024-11-01T21:00:00,2024-11-01T14:00:00,1730469600
123,162.2,2024-11-01:15,10,68,65,44,26,2024-11-01T22:00:00,2024-11-01T15:00:00,1730473200
136,171,2024-11-01:16,10,65,71.3,48.67,28.7,2024-11-01T23:00:00,2024-11-01T16:00:00,1730476800
164,179.7,2024-11-01:17,10,62,66,66,31.3,2024-11-02T00:00:00,2024-11-01T17:00:00,1730480400
164,188.5,2024-11-01:18,10,59,66,66,34,2024-11-02T01:00:00,2024-11-01T18:00:00,1730484000
162,193.4,2024-11-01:19,10,58,64.7,64.67,37.7,2024-11-02T02:00:00,2024-11-01T19:00:00,1730487600
169,198.2,2024-11-01:20,10,57,70,70,41.3,2024-11-02T03:00:00,2024-11-01T20:00:00,1730491200
159,203.1,2024-11-01:21,10,56,62,62,45,2024-11-02T04:00:00,2024-11-01T21:00:00,1730494800
155,173.1,2024-11-01:22,8.3,77,67.7,59.33,42.7,2024-11-02T05:00:00,2024-11-01T22:00:00,1730498400
208,143.2,2024-11-01:23,6.7,98,102,99,40.3,2024-11-02T06:00:00,2024-11-01T23:00:00,1730502000
150,113.2,2024-11-02:00,5,119,79,54,38,2024-11-02T07:00:00,2024-11-02T00:00:00,1730505600
215,153.7,2024-11-02:01,7.7,104,104,104,46,2024-11-02T08:00:00,2024-11-02T01:00:00,1730509200
181,194.1,2024-11-02:02,10.3,89,86,79,54,2024-11-02T09:00:00,2024-11-02T02:00:00,1730512800
176,234.6,2024-11-02:03,13,74,82,75,62,2024-11-02T10:00:00,2024-11-02T03:00:00,1730516400
139,183.8,2024-11-02:04,10,78,64,50,47,2024-11-02T11:00:00,2024-11-02T04:00:00,1730520000
115,133.1,2024-11-02:05,7,82,58,41,32,2024-11-02T12:00:00,2024-11-02T05:00:00,1730523600
67,82.3,2024-11-02:06,4,86,29,20,17,2024-11-02T13:00:00,2024-11-02T06:00:00,1730527200
134,86.4,2024-11-02:07,4.7,90.7,53,48,19.3,2024-11-02T14:00:00,2024-11-02T07:00:00,1730530800
90,90.5,2024-11-02:08,5.3,95.3,33.7,30.67,21.7,2024-11-02T15:00:00,2024-11-02T08:00:00,1730534400
102,94.5,2024-11-02:09,6,100,36,36,24,2024-11-02T16:00:00,2024-11-02T09:00:00,1730538000
116,132.3,2024-11-02:10,11,87,49.3,41.33,33,2024-11-02T17:00:00,2024-11-02T10:00:00,1730541600
130,170,2024-11-02:11,16,74,62.7,46.67,42,2024-11-02T18:00:00,2024-11-02T11:00:00,1730545200
145,207.8,2024-11-02:12,21,61,76,52,51,2024-11-02T19:00:00,2024-11-02T12:00:00,1730548800
139,259.7,2024-11-02:13,27.3,56.7,68.7,49.67,74,2024-11-02T20:00:00,2024-11-02T13:00:00,1730552400
132,311.6,2024-11-02:14,33.7,52.3,61.3,47.33,97,2024-11-02T21:00:00,2024-11-02T14:00:00,1730556000
126,363.6,2024-11-02:15,40,48,54,45,120,2024-11-02T22:00:00,2024-11-02T15:00:00,1730559600
129,350.7,2024-11-02:16,34.7,50,53,46,110,2024-11-02T23:00:00,2024-11-02T16:00:00,1730563200
159,337.9,2024-11-02:17,29.3,52,77.3,62,100,2024-11-03T00:00:00,2024-11-02T17:00:00,1730566800
137,325.1,2024-11-02:18,24,54,53,49,90,2024-11-03T01:00:00,2024-11-02T18:00:00,1730570400
148,321.8,2024-11-02:19,22,52.7,53,53,84,2024-11-03T02:00:00,2024-11-02T19:00:00,1730574000
171,318.5,2024-11-02:20,20,51.3,76,71,78,2024-11-03T03:00:00,2024-11-02T20:00:00,1730577600
142,315.1,2024-11-02:21,18,50,58,51,72,2024-11-03T04:00:00,2024-11-02T21:00:00,1730581200
160,282.7,2024-11-02:22,16.7,58.3,66,63,68,2024-11-03T05:00:00,2024-11-02T22:00:00,1730584800
151,250.2,2024-11-02:23,15.3,66.7,64.7,56.33,64,2024-11-03T06:00:00,2024-11-02T23:00:00,1730588400
155,217.7,2024-11-03:00,14,75,68,59,60,2024-11-03T07:00:00,2024-11-03T00:00:00,1730592000
168,206,2024-11-03:01,15,90,74,69,69.3,2024-11-03T08:00:00,2024-11-03T01:00:00,1730595600
142,194.3,2024-11-03:02,16,105,64,51,78.7,2024-11-03T09:00:00,2024-11-03T02:00:00,1730599200
142,182.7,2024-11-03:03,17,120,68,51,88,2024-11-03T10:00:00,2024-11-03T03:00:00,1730602800
89,164.8,2024-11-03:04,13,131,36,30,75.7,2024-11-03T11:00:00,2024-11-03T04:00:00,1730606400
153,146.9,2024-11-03:05,9,142,65.3,55,63.3,2024-11-03T12:00:00,2024-11-03T05:00:00,1730610000
152,129,2024-11-03:06,5,153,64,57,51,2024-11-03T13:00:00,2024-11-03T06:00:00,1730613600
129,122.9,2024-11-03:07,5.7,134.7,54,46,40,2024-11-03T14:00:00,2024-11-03T07:00:00,1730617200
142,116.9,2024-11-03:08,6.3,116.3,56,51,29,2024-11-03T15:00:00,2024-11-03T08:00:00,1730620800
160,110.9,2024-11-03:09,7,98,70,63,18,2024-11-03T16:00:00,2024-11-03T09:00:00,1730624400
85,150.6,2024-11-03:10,10.3,86,28,28,25,2024-11-03T17:00:00,2024-11-03T10:00:00,1730628000
100,190.3,2024-11-03:11,13.7,74,38.7,35,32,2024-11-03T18:00:00,2024-11-03T11:00:00,1730631600
69,229.9,2024-11-03:12,17,62,23,21,39,2024-11-03T19:00:00,2024-11-03T12:00:00,1730635200
85,234.4,2024-11-03:13,16.7,64.3,48,28,42.7,2024-11-03T20:00:00,2024-11-03T13:00:00,1730638800
95,238.9,2024-11-03:14,16.3,66.7,39,33,46.3,2024-11-03T21:00:00,2024-11-03T14:00:00,1730642400
80,243.4,2024-11-03:15,16,69,27,26,50,2024-11-03T22:00:00,2024-11-03T15:00:00,1730646000
140,271.6,2024-11-03:16,19,65,65.3,50.33,60,2024-11-03T23:00:00,2024-11-03T16:00:00,1730649600
151,299.8,2024-11-03:17,22,61,70,56,70,2024-11-04T00:00:00,2024-11-03T17:00:00,1730653200
100,328,2024-11-03:18,25,57,35,35,80,2024-11-04T01:00:00,2024-11-03T18:00:00,1730656800
112,363.2,2024-11-03:19,29,52.7,44.7,39.67,98,2024-11-04T02:00:00,2024-11-03T19:00:00,1730660400
137,398.4,2024-11-03:20,33,48.3,58,49,116,2024-11-04T03:00:00,2024-11-03T20:00:00,1730664000
137,433.6,2024-11-03:21,37,44,64,49,134,2024-11-04T04:00:00,2024-11-03T21:00:00,1730667600
149,461,2024-11-03:22,38,48.3,65.3,53.67,152,2024-11-04T05:00:00,2024-11-03T22:00:00,1730671200
153,488.5,2024-11-03:23,39,52.7,56,55,170,2024-11-04T06:00:00,2024-11-03T23:00:00,1730674800
160,515.9,2024-11-04:00,40,57,68,63,188,2024-11-04T07:00:00,2024-11-04T00:00:00,1730678400
165,400.7,2024-11-04:01,29,76.3,74,67,148.7,2024-11-04T08:00:00,2024-11-04T01:00:00,1730682000
171,285.6,2024-11-04:02,18,95.7,80,71,109.3,2024-11-04T09:00:00,2024-11-04T02:00:00,1730685600
160,170.4,2024-11-04:03,7,115,90,63,70,2024-11-04T10:00:00,2024-11-04T03:00:00,1730689200
154,145.9,2024-11-04:04,5.7,111,79.3,55.33,55,2024-11-04T11:00:00,2024-11-04T04:00:00,1730692800
133,121.4,2024-11-04:05,4.3,107,68.7,47.67,40,2024-11-04T12:00:00,2024-11-04T05:00:00,1730696400
112,96.9,2024-11-04:06,3,103,58,40,25,2024-11-04T13:00:00,2024-11-04T06:00:00,1730700000
78,98.6,2024-11-04:07,4.3,97,26,25,24.7,2024-11-04T14:00:00,2024-11-04T07:00:00,1730703600
65,100.4,2024-11-04:08,5.7,91,33,19,24.3,2024-11-04T15:00:00,2024-11-04T08:00:00,1730707200
100,102.1,2024-11-04:09,7,85,50,35,24,2024-11-04T16:00:00,2024-11-04T09:00:00,1730710800
133,160.5,2024-11-04:10,12.3,76.3,68.3,47.67,32.3,2024-11-04T17:00:00,2024-11-04T10:00:00,1730714400
157,218.9,2024-11-04:11,17.7,67.7,86.7,60.33,40.7,2024-11-04T18:00:00,2024-11-04T11:00:00,1730718000
173,277.2,2024-11-04:12,23,59,105,73,49,2024-11-04T19:00:00,2024-11-04T12:00:00,1730721600
154,282.7,2024-11-04:13,20.7,56.7,81.3,58.33,46.7,2024-11-04T20:00:00,2024-11-04T13:00:00,1730725200
78,288.1,2024-11-04:14,18.3,54.3,25,25,44.3,2024-11-04T21:00:00,2024-11-04T14:00:00,1730728800
87,293.6,2024-11-04:15,16,52,34,29,42,2024-11-04T22:00:00,2024-11-04T15:00:00,1730732400
151,274.9,2024-11-04:16,16.7,50,72.7,54.33,39.7,2024-11-04T23:00:00,2024-11-04T16:00:00,1730736000
134,256.2,2024-11-04:17,17.3,48,58,48,37.3,2024-11-05T00:00:00,2024-11-04T17:00:00,1730739600
134,237.5,2024-11-04:18,18,46,58,48,35,2024-11-05T01:00:00,2024-11-04T18:00:00,1730743200
123,258.1,2024-11-04:19,20.7,44,58,44,43.7,2024-11-05T02:00:00,2024-11-04T19:00:00,1730746800
132,278.8,2024-11-04:20,23.3,42,64.7,47.33,52.3,2024-11-05T03:00:00,2024-11-04T20:00:00,1730750400
131,299.4,2024-11-04:21,26,40,68,47,61,2024-11-05T04:00:00,2024-11-04T21:00:00,1730754000
131,363.2,2024-11-04:22,30,52.3,47,47,89.3,2024-11-05T05:00:00,2024-11-04T22:00:00,1730757600
145,427,2024-11-04:23,34,64.7,60,52,117.7,2024-11-05T06:00:00,2024-11-04T23:00:00,1730761200
148,490.8,2024-11-05:00,38,77,53,53,146,2024-11-05T07:00:00,2024-11-05T00:00:00,1730764800
160,357,2024-11-05:01,26.7,86,64,63,108.3,2024-11-05T08:00:00,2024-11-05T01:00:00,1730768400
173,223.1,2024-11-05:02,15.3,95,76,73,70.7,2024-11-05T09:00:00,2024-11-05T02:00:00,1730772000
167,89.3,2024-11-05:03,4,104,97,68,33,2024-11-05T10:00:00,2024-11-05T03:00:00,1730775600
123,91,2024-11-05:04,3.3,113.3,56,44,33,2024-11-05T11:00:00,2024-11-05T04:00:00,1730779200
110,92.8,2024-11-05:05,2.7,122.7,60,39,33,2024-11-05T12:00:00,2024-11-05T05:00:00,1730782800
139,94.5,2024-11-05:06,2,132,50,50,33,2024-11-05T13:00:00,2024-11-05T06:00:00,1730786400
91,98.4,2024-11-05:07,2.7,132.3,38,31,33,2024-11-05T14:00:00,2024-11-05T07:00:00,1730790000
137,102.3,2024-11-05:08,3.3,132.7,64,49,33,2024-11-05T15:00:00,2024-11-05T08:00:00,1730793600
85,106.2,2024-11-05:09,4,133,41,28,33,2024-11-05T16:00:00,2024-11-05T09:00:00,1730797200
100,171.4,2024-11-05:10,12.7,109.3,35,35,40,2024-11-05T17:00:00,2024-11-05T10:00:00,1730800800
147,236.6,2024-11-05:11,21.3,85.7,75.7,52.67,47,2024-11-05T18:00:00,2024-11-05T11:00:00,1730804400
163,301.7,2024-11-05:12,30,62,93,65,54,2024-11-05T19:00:00,2024-11-05T12:00:00,1730808000
154,273.7,2024-11-05:13,27,65,83.3,58.33,60.3,2024-11-05T20:00:00,2024-11-05T13:00:00,1730811600
144,245.7,2024-11-05:14,24,68,73.7,51.67,66.7,2024-11-05T21:00:00,2024-11-05T14:00:00,1730815200
126,217.7,2024-11-05:15,21,71,64,45,73,2024-11-05T22:00:00,2024-11-05T15:00:00,1730818800
119,199.6,2024-11-05:16,18,72.7,60,42.33,64.7,2024-11-05T23:00:00,2024-11-05T16:00:00,1730822400
