aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
145,115.6,2024-02-05:12,12,81,81,52,95,2024-02-05T19:00:00,2024-02-05T12:00:00,1707134400
153,132.9,2024-02-05:13,15.3,73.7,92,58,112.3,2024-02-05T20:00:00,2024-02-05T13:00:00,1707138000
63,150.2,2024-02-05:14,18.7,66.3,22.5,18,129.7,2024-02-05T21:00:00,2024-02-05T14:00:00,1707141600
153,167.5,2024-02-05:15,22,59,72.5,58,147,2024-02-05T22:00:00,2024-02-05T15:00:00,1707145200
121,167.9,2024-02-05:16,24.7,51.3,54,43,146.3,2024-02-05T23:00:00,2024-02-05T16:00:00,1707148800
148,934.5,2024-02-29:17,67.7,29,66,53,150,2024-03-01T00:00:00,2024-02-29T17:00:00,1709226000
152,999.1,2024-02-29:18,69,30,66,57,149,2024-03-01T01:00:00,2024-02-29T18:00:00,1709229600
157,959.8,2024-02-29:19,69.7,29.7,66,61,152.3,2024-03-01T02:00:00,2024-02-29T19:00:00,1709233200
134,920.5,2024-02-29:20,70.3,29.3,66,48,155.7,2024-03-01T03:00:00,2024-02-29T20:00:00,1709236800
131,881.2,2024-02-29:21,71,29,59,47,159,2024-03-01T04:00:00,2024-02-29T21:00:00,1709240400
126,874.8,2024-02-29:22,72.7,32.3,56,45,158.7,2024-03-01T05:00:00,2024-02-29T22:00:00,1709244000
137,868.4,2024-02-29:23,74.3,35.7,66,49,158.3,2024-03-01T06:00:00,2024-02-29T23:00:00,1709247600
123,862,2024-03-01:00,76,39,66,44,158,2024-03-01T07:00:00,2024-03-01T00:00:00,1709251200
131,640.4,2024-03-01:01,58,64.7,66,47,145.3,2024-03-01T08:00:00,2024-03-01T01:00:00,1709254800
129,418.8,2024-03-01:02,40,90.3,66,46,132.7,2024-03-01T09:00:00,2024-03-01T02:00:00,1709258400
82,197.3,2024-03-01:03,22,116,66,27,120,2024-03-01T10:00:00,2024-03-01T03:00:00,1709262000
81,169.6,2024-03-01:04,16.7,122.3,66,26.33,96.3,2024-03-01T11:00:00,2024-03-01T04:00:00,1709265600
80,142,2024-03-01:05,11.3,128.7,66,25.67,72.7,2024-03-01T12:00:00,2024-03-01T05:00:00,1709269200
78,114.4,2024-03-01:06,6,135,66,25,49,2024-03-01T13:00:00,2024-03-01T06:00:00,1709272800
67,108.4,2024-03-01:07,6.3,129,43,20,50,2024-03-01T14:00:00,2024-03-01T07:00:00,1709276400
78,102.3,2024-03-01:08,6.7,123,47.3,25,51,2024-03-01T15:00:00,2024-03-01T08:00:00,1709280000
78,96.3,2024-03-01:09,7,117,38,25,52,2024-03-01T16:00:00,2024-03-01T09:00:00,1709283600
100,178.8,2024-03-01:10,14.7,97.3,44,35,59.7,2024-03-01T17:00:00,2024-03-01T10:00:00,1709287200
78,261.3,2024-03-01:11,22.3,77.7,31,25,67.3,2024-03-01T18:00:00,2024-03-01T11:00:00,1709290800
100,343.7,2024-03-01:12,30,58,66,35,75,2024-03-01T19:00:00,2024-03-01T12:00:00,1709294400
78,382.5,2024-03-01:13,29.3,58,66,25,82.7,2024-03-01T20:00:00,2024-03-01T13:00:00,1709298000
104,421.2,2024-03-01:14,28.7,58,66,37,90.3,2024-03-01T21:00:00,2024-03-01T14:00:00,1709301600
104,459.9,2024-03-01:15,28,58,66,37,98,2024-03-01T22:00:00,2024-03-01T15:00:00,1709305200
112,541.8,2024-03-01:16,33.3,50.3,66,40,97,2024-03-01T23:00:00,2024-03-01T16:00:00,1709308800
110,623.7,2024-03-01:17,38.7,42.7,49,39,96,2024-03-02T00:00:00,2024-03-01T17:00:00,1709312400
100,705.6,2024-03-01:18,44,35,66,35,95,2024-03-02T01:00:00,2024-03-01T18:00:00,1709316000
110,640,2024-03-01:19,45.7,32.3,66,39,98,2024-03-02T02:00:00,2024-03-01T19:00:00,1709319600
118,574.5,2024-03-01:20,47.3,29.7,66,42,101,2024-03-02T03:00:00,2024-03-01T20:00:00,1709323200
118,508.9,2024-03-01:21,49,27,66,42,104,2024-03-02T04:00:00,2024-03-01T21:00:00,1709326800
126,578.7,2024-03-01:22,56.3,29.3,66,45,125,2024-03-02T05:00:00,2024-03-01T22:00:00,1709330400
153,648.6,2024-03-01:23,63.7,31.7,73,58,146,2024-03-02T06:00:00,2024-03-01T23:00:00,1709334000
142,718.4,2024-03-02:00,71,34,66,51,167,2024-03-02T07:00:00,2024-03-02T00:00:00,1709337600
155,546.4,2024-03-02:01,56.3,54,66,59,167.7,2024-03-02T08:00:00,2024-03-02T01:00:00,1709341200
157,374.5,2024-03-02:02,41.7,74,66,61,168.3,2024-03-02T09:00:00,2024-03-02T02:00:00,1709344800
142,202.5,2024-03-02:03,27,94,66,51,169,2024-03-02T10:00:00,2024-03-02T03:00:00,1709348400
164,178,2024-03-02:04,22,96,66,66,139,2024-03-02T11:00:00,2024-03-02T04:00:00,1709352000
80,153.5,2024-03-02:05,17,98,33,26,109,2024-03-02T12:00:00,2024-03-02T05:00:00,1709355600
69,129,2024-03-02:06,12,100,66,21,79,2024-03-02T13:00:00,2024-03-02T06:00:00,1709359200
80,144,2024-03-02:07,14,97,66,26,80,2024-03-02T14:00:00,2024-03-02T07:00:00,1709362800
65,158.9,2024-03-02:08,16,94,66,19,81,2024-03-02T15:00:00,2024-03-02T08:00:00,1709366400
59,173.9,2024-03-02:09,18,91,20,16,82,2024-03-02T16:00:00,2024-03-02T09:00:00,1709370000
59,218.3,2024-03-02:10,23.3,77,66,16,84.3,2024-03-02T17:00:00,2024-03-02T10:00:00,1709373600
82,262.6,2024-03-02:11,28.7,63,34,27,86.7,2024-03-02T18:00:00,2024-03-02T11:00:00,1709377200
85,307,2024-03-02:12,34,49,66,28,89,2024-03-02T19:00:00,2024-03-02T12:00:00,1709380800
82,343,2024-03-02:13,37.3,43.7,66,27,99.3,2024-03-02T20:00:00,2024-03-02T13:00:00,1709384400
107,379,2024-03-02:14,40.7,38.3,66,38,109.7,2024-03-02T21:00:00,2024-03-02T14:00:00,1709388000
56,414.9,2024-03-02:15,44,33,66,14,120,2024-03-02T22:00:00,2024-03-02T15:00:00,1709391600
63,462.2,2024-03-02:16,44,31.7,23,18,128.7,2024-03-02T23:00:00,2024-03-02T16:00:00,1709395200
151,509.5,2024-03-02:17,44,30.3,79,54.33,137.3,2024-03-03T00:00:00,2024-03-02T17:00:00,1709398800
152,556.8,2024-03-02:18,44,29,83,57,146,2024-03-03T01:00:00,2024-03-02T18:00:00,1709402400
80,565.3,2024-03-02:19,44.3,26,66,26,154,2024-03-03T02:00:00,2024-03-02T19:00:00,1709406000
82,573.9,2024-03-02:20,44.7,23,66,27,162,2024-03-03T03:00:00,2024-03-02T20:00:00,1709409600
80,582.4,2024-03-02:21,45,20,66,26,170,2024-03-03T04:00:00,2024-03-02T21:00:00,1709413200
93,587.5,2024-03-02:22,50.3,23.3,66,32,175.3,2024-03-03T05:00:00,2024-03-02T22:00:00,1709416800
102,592.5,2024-03-02:23,55.7,26.7,45,36,180.7,2024-03-03T06:00:00,2024-03-02T23:00:00,1709420400
123,597.6,2024-03-03:00,61,30,66,44,186,2024-03-03T07:00:00,2024-03-03T00:00:00,1709424000
102,452.3,2024-03-03:01,50.3,39.7,66,36,174,2024-03-03T08:00:00,2024-03-03T01:00:00,1709427600
102,307,2024-03-03:02,39.7,49.3,66,36,162,2024-03-03T09:00:00,2024-03-03T02:00:00,1709431200
112,161.7,2024-03-03:03,29,59,66,40,150,2024-03-03T10:00:00,2024-03-03T03:00:00,1709434800
73,151,2024-03-03:04,24.3,73,47.5,22.5,129,2024-03-03T11:00:00,2024-03-03T04:00:00,1709438400
74,140.3,2024-03-03:05,19.7,87,66,23,108,2024-03-03T12:00:00,2024-03-03T05:00:00,1709442000
56,129.6,2024-03-03:06,15,101,19,15,87,2024-03-03T13:00:00,2024-03-03T06:00:00,1709445600
57,123.1,2024-03-03:07,13,99,34.7,15.33,73,2024-03-03T14:00:00,2024-03-03T07:00:00,1709449200
56,116.7,2024-03-03:08,11,97,19,15,59,2024-03-03T15:00:00,2024-03-03T08:00:00,1709452800
59,110.3,2024-03-03:09,9,95,66,16,45,2024-03-03T16:00:00,2024-03-03T09:00:00,1709456400
74,230.3,2024-03-03:10,20.7,83.3,29,23,72.7,2024-03-03T17:00:00,2024-03-03T10:00:00,1709460000
65,350.4,2024-03-03:11,32.3,71.7,66,19,100.3,2024-03-03T18:00:00,2024-03-03T11:00:00,1709463600
74,470.4,2024-03-03:12,44,60,29,23,128,2024-03-03T19:00:00,2024-03-03T12:00:00,1709467200
61,601.9,2024-03-03:13,52.3,54,66,17,153,2024-03-03T20:00:00,2024-03-03T13:00:00,1709470800
74,733.4,2024-03-03:14,60.7,48,66,23,178,2024-03-03T21:00:00,2024-03-03T14:00:00,1709474400
91,864.9,2024-03-03:15,69,42,66,31,203,2024-03-03T22:00:00,2024-03-03T15:00:00,1709478000
98,732.2,2024-03-03:16,65.3,32.3,66,34,197.7,2024-03-03T23:00:00,2024-03-03T16:00:00,1709481600
129,599.6,2024-03-03:17,61.7,22.7,66,46,192.3,2024-03-04T00:00:00,2024-03-03T17:00:00,1709485200
131,466.9,2024-03-03:18,58,13,66,47,187,2024-03-04T01:00:00,2024-03-03T18:00:00,1709488800
102,420.8,2024-03-03:19,53,8.7,45,36,179.7,2024-03-04T02:00:00,2024-03-03T19:00:00,1709492400
118,374.7,2024-03-03:20,48,4.3,66,42,172.3,2024-03-04T03:00:00,2024-03-03T20:00:00,1709496000
102,328.6,2024-03-03:21,43,0,66,36,165,2024-03-04T04:00:00,2024-03-03T21:00:00,1709499600
100,315.3,2024-03-03:22,40,5.3,66,35,152.7,2024-03-04T05:00:00,2024-03-03T22:00:00,1709503200
112,302.1,2024-03-03:23,37,10.7,66,40,140.3,2024-03-04T06:00:00,2024-03-03T23:00:00,1709506800
102,288.9,2024-03-04:00,34,16,66,36,128,2024-03-04T07:00:00,2024-03-04T00:00:00,1709510400
74,253.9,2024-03-04:01,30,42.3,29,23,125,2024-03-04T08:00:00,2024-03-04T01:00:00,1709514000
85,218.9,2024-03-04:02,26,68.7,66,28,122,2024-03-04T09:00:00,2024-03-04T02:00:00,1709517600
74,183.8,2024-03-04:03,22,95,66,23,119,2024-03-04T10:00:00,2024-03-04T03:00:00,1709521200
61,169.6,2024-03-04:04,16.7,129,66,17,112.3,2024-03-04T11:00:00,2024-03-04T04:00:00,1709524800
101,155.4,2024-03-04:05,11.3,163,66,12,105.7,2024-03-04T12:00:00,2024-03-04T05:00:00,1709528400
111,141.2,2024-03-04:06,6,197,11,9,99,2024-03-04T13:00:00,2024-03-04T06:00:00,1709532000
101,138.7,2024-03-04:07,8.7,165,16,13,97.7,2024-03-04T14:00:00,2024-03-04T07:00:00,1709535600
66,136.2,2024-03-04:08,11.3,133,21,17,96.3,2024-03-04T15:00:00,2024-03-04T08:00:00,1709539200
56,133.6,2024-03-04:09,14,101,66,13,95,2024-03-04T16:00:00,2024-03-04T09:00:00,1709542800
91,238.1,2024-03-04:10,22.7,88.3,39,31,106.3,2024-03-04T17:00:00,2024-03-04T10:00:00,1709546400
67,342.6,2024-03-04:11,31.3,75.7,21,20,117.7,2024-03-04T18:00:00,2024-03-04T11:00:00,1709550000
69,447,2024-03-04:12,40,63,21,21,129,2024-03-04T19:00:00,2024-03-04T12:00:00,1709553600
63,491.6,2024-03-04:13,47.3,42,23,18,135.3,2024-03-04T20:00:00,2024-03-04T13:00:00,1709557200
500,536.1,2024-03-04:14,54.7,21,663,16,141.7,2024-03-04T21:00:00,2024-03-04T14:00:00,1709560800
50,580.7,2024-03-04:15,62,0,18,12,148,2024-03-04T22:00:00,2024-03-04T15:00:00,1709564400
59,535,2024-03-04:16,55.7,0,29,16,144.3,2024-03-04T23:00:00,2024-03-04T16:00:00,1709568000
63,489.3,2024-03-04:17,49.3,0,29,18,140.7,2024-03-05T00:00:00,2024-03-04T17:00:00,1709571600
61,443.5,2024-03-04:18,43,0,29,17,137,2024-03-05T01:00:00,2024-03-04T18:00:00,1709575200
46,407.4,2024-03-04:19,38,0,14,11,132.3,2024-03-05T02:00:00,2024-03-04T19:00:00,1709578800
61,371.2,2024-03-04:20,33,0,29,17,127.7,2024-03-05T03:00:00,2024-03-04T20:00:00,1709582400
61,335,2024-03-04:21,28,0,28.5,17,123,2024-03-05T04:00:00,2024-03-04T21:00:00,1709586000
62,314.4,2024-03-04:22,27.3,3,26.7,17.33,116.7,2024-03-05T05:00:00,2024-03-04T22:00:00,1709589600
61,293.7,2024-03-04:23,26.7,6,17,17,110.3,2024-03-05T06:00:00,2024-03-04T23:00:00,1709593200
63,273.1,2024-03-05:00,26,9,23,18,104,2024-03-05T07:00:00,2024-03-05T00:00:00,1709596800
76,238.1,2024-03-05:01,24,34,30,24,102.3,2024-03-05T08:00:00,2024-03-05T01:00:00,1709600400
64,203.1,2024-03-05:02,22,59,61,18.5,100.7,2024-03-05T09:00:00,2024-03-05T02:00:00,1709604000
76,168.1,2024-03-05:03,20,84,29,24,99,2024-03-05T10:00:00,2024-03-05T03:00:00,1709607600
87,159.3,2024-03-05:04,15.7,117.7,46,29,92,2024-03-05T11:00:00,2024-03-05T04:00:00,1709611200
89,150.6,2024-03-05:05,11.3,151.3,62,27,85,2024-03-05T12:00:00,2024-03-05T05:00:00,1709614800
107,141.8,2024-03-05:06,7,185,27,18.5,78,2024-03-05T13:00:00,2024-03-05T06:00:00,1709618400
90,135.6,2024-03-05:07,9.3,152.3,23,18,78.7,2024-03-05T14:00:00,2024-03-05T07:00:00,1709622000
55,129.4,2024-03-05:08,11.7,119.7,23,12,79.3,2024-03-05T15:00:00,2024-03-05T08:00:00,1709625600
63,123.1,2024-03-05:09,14,87,23,18,80,2024-03-05T16:00:00,2024-03-05T09:00:00,1709629200
65,198,2024-03-05:10,24,67.3,34,19,96,2024-03-05T17:00:00,2024-03-05T10:00:00,1709632800
59,272.9,2024-03-05:11,34,47.7,28,16,112,2024-03-05T18:00:00,2024-03-05T11:00:00,1709636400
65,347.8,2024-03-05:12,44,28,33,19,128,2024-03-05T19:00:00,2024-03-05T12:00:00,1709640000
72,384,2024-03-05:13,46.7,19,28,22,133.3,2024-03-05T20:00:00,2024-03-05T13:00:00,1709643600
61,420.2,2024-03-05:14,49.3,10,33,17,138.7,2024-03-05T21:00:00,2024-03-05T14:00:00,1709647200
72,456.4,2024-03-05:15,52,1,33,22,144,2024-03-05T22:00:00,2024-03-05T15:00:00,1709650800
71,435.9,2024-03-05:16,47.7,0.7,32.3,21.67,145,2024-03-05T23:00:00,2024-03-05T16:00:00,1709654400
219,649,2024-03-31:17,41.7,47.3,133.8,107,91.7,2024-04-01T00:00:00,2024-03-31T17:00:00,1711904400
213,722.5,2024-03-31:18,45,41,128.8,103,92,2024-04-01T01:00:00,2024-03-31T18:00:00,1711908000
205,637.7,2024-03-31:19,38.7,45.7,113,96.5,95,2024-04-01T02:00:00,2024-03-31T19:00:00,1711911600
220,552.9,2024-03-31:20,32.3,50.3,150.3,108.33,98,2024-04-01T03:00:00,2024-03-31T20:00:00,1711915200
224,468,2024-03-31:21,26,55,161,111,101,2024-04-01T04:00:00,2024-03-31T21:00:00,1711918800
205,505.6,2024-03-31:22,28.7,61.3,136.1,97,106,2024-04-01T05:00:00,2024-03-31T22:00:00,1711922400
187,543.1,2024-03-31:23,31.3,67.7,111.2,83,111,2024-04-01T06:00:00,2024-03-31T23:00:00,1711926000
168,580.7,2024-04-01:00,34,74,86.3,69,116,2024-04-01T07:00:00,2024-04-01T00:00:00,1711929600
179,473.5,2024-04-01:01,27.3,122.3,96.3,77,125.3,2024-04-01T08:00:00,2024-04-01T01:00:00,1711933200
137,366.3,2024-04-01:02,20.7,170.7,61.3,49,134.7,2024-04-01T09:00:00,2024-04-01T02:00:00,1711936800
123,259.1,2024-04-01:03,14,219,55,44,144,2024-04-01T10:00:00,2024-04-01T03:00:00,1711940400
135,240.6,2024-04-01:04,11,234.7,60.4,48.33,126.3,2024-04-01T11:00:00,2024-04-01T04:00:00,1711944000
131,222.2,2024-04-01:05,8,250.3,58.8,47,108.7,2024-04-01T12:00:00,2024-04-01T05:00:00,1711947600
152,203.7,2024-04-01:06,5,266,71.3,57,91,2024-04-01T13:00:00,2024-04-01T06:00:00,1711951200
150,185.8,2024-04-01:07,6,230,67.5,54,74.7,2024-04-01T14:00:00,2024-04-01T07:00:00,1711954800
142,167.9,2024-04-01:08,7,194,63.8,51,58.3,2024-04-01T15:00:00,2024-04-01T08:00:00,1711958400
98,150,2024-04-01:09,8,158,38,30,42,2024-04-01T16:00:00,2024-04-01T09:00:00,1711962000
124,198,2024-04-01:10,13,143,60.3,44.33,47,2024-04-01T17:00:00,2024-04-01T10:00:00,1711965600
183,246.1,2024-04-01:11,18,128,100,80,52,2024-04-01T18:00:00,2024-04-01T11:00:00,1711969200
173,294.1,2024-04-01:12,23,113,105,73,57,2024-04-01T19:00:00,2024-04-01T12:00:00,1711972800
211,287.5,2024-04-01:13,21.3,104.7,126.3,101,59.7,2024-04-01T20:00:00,2024-04-01T13:00:00,1711976400
195,280.9,2024-04-01:14,19.7,96.3,111.3,89,62.3,2024-04-01T21:00:00,2024-04-01T14:00:00,1711980000
203,274.3,2024-04-01:15,18,88,118.8,95,65,2024-04-01T22:00:00,2024-04-01T15:00:00,1711983600
200,363.4,2024-04-01:16,23.7,78,122.5,93.33,75,2024-04-01T23:00:00,2024-04-01T16:00:00,1711987200
196,452.5,2024-04-01:17,29.3,68,117.8,90.33,85,2024-04-02T00:00:00,2024-04-01T17:00:00,1711990800
208,541.6,2024-04-01:18,35,58,123.8,99,95,2024-04-02T01:00:00,2024-04-01T18:00:00,1711994400
150,529.1,2024-04-01:19,32,56,68,54,94.3,2024-04-02T02:00:00,2024-04-01T19:00:00,1711998000
121,516.7,2024-04-01:20,29,54,54,43,93.7,2024-04-02T03:00:00,2024-04-01T20:00:00,1712001600
152,504.2,2024-04-01:21,26,52,71.3,57,93,2024-04-02T04:00:00,2024-04-01T21:00:00,1712005200
118,513.6,2024-04-01:22,26,53.7,53,42,89.7,2024-04-02T05:00:00,2024-04-01T22:00:00,1712008800
102,522.9,2024-04-01:23,26,55.3,45,36,86.3,2024-04-02T06:00:00,2024-04-01T23:00:00,1712012400
129,532.2,2024-04-02:00,26,57,57.5,46,83,2024-04-02T07:00:00,2024-04-02T00:00:00,1712016000
123,400.9,2024-04-02:01,19.7,73.3,55,44,75,2024-04-02T08:00:00,2024-04-02T01:00:00,1712019600
155,269.6,2024-04-02:02,13.3,89.7,73.8,59,67,2024-04-02T09:00:00,2024-04-02T02:00:00,1712023200
187,138.3,2024-04-02:03,7,106,103.8,83,59,2024-04-02T10:00:00,2024-04-02T03:00:00,1712026800
163,117.9,2024-04-02:04,6,104,74,65,52.3,2024-04-02T11:00:00,2024-04-02T04:00:00,1712030400
179,97.5,2024-04-02:05,5,102,96.3,77,45.7,2024-04-02T12:00:00,2024-04-02T05:00:00,1712034000
164,77,2024-04-02:06,4,100,83,66,39,2024-04-02T13:00:00,2024-04-02T06:00:00,1712037600
160,76.1,2024-04-02:07,4,98.3,78.8,63,36.7,2024-04-02T14:00:00,2024-04-02T07:00:00,1712041200
184,75.1,2024-04-02:08,4,96.7,101.3,81,34.3,2024-04-02T15:00:00,2024-04-02T08:00:00,1712044800
155,74.1,2024-04-02:09,4,95,73.8,59,32,2024-04-02T16:00:00,2024-04-02T09:00:00,1712048400
107,139.9,2024-04-02:10,10,82,47.5,38,38.7,2024-04-02T17:00:00,2024-04-02T10:00:00,1712052000
184,205.6,2024-04-02:11,16,69,114.6,81,45.3,2024-04-02T18:00:00,2024-04-02T11:00:00,1712055600
199,271.4,2024-04-02:12,22,56,135,92,52,2024-04-02T19:00:00,2024-04-02T12:00:00,1712059200
205,305,2024-04-02:13,25.3,53,141.3,96.67,61.3,2024-04-02T20:00:00,2024-04-02T13:00:00,1712062800
142,338.7,2024-04-02:14,28.7,50,64,51,70.7,2024-04-02T21:00:00,2024-04-02T14:00:00,1712066400
217,372.3,2024-04-02:15,32,47,154,106,80,2024-04-02T22:00:00,2024-04-02T15:00:00,1712070000
222,372.3,2024-04-02:16,30.7,46,158.7,109.33,76.3,2024-04-02T23:00:00,2024-04-02T16:00:00,1712073600
188,372.3,2024-04-02:17,29.3,45,112.2,84,72.7,2024-04-03T00:00:00,2024-04-02T17:00:00,1712077200
173,372.3,2024-04-02:18,28,44,91.3,73,69,2024-04-03T01:00:00,2024-04-02T18:00:00,1712080800
165,302.7,2024-04-02:19,22.7,46,84,67,61.3,2024-04-03T02:00:00,2024-04-02T19:00:00,1712084400
166,233.1,2024-04-02:20,17.3,48,84.6,67.67,53.7,2024-04-03T03:00:00,2024-04-02T20:00:00,1712088000
163,163.4,2024-04-02:21,12,50,81.3,65,46,2024-04-03T04:00:00,2024-04-02T21:00:00,1712091600
165,168.7,2024-04-02:22,11.7,48.3,82.9,66.33,46.3,2024-04-03T05:00:00,2024-04-02T22:00:00,1712095200
188,173.9,2024-04-02:23,11.3,46.7,84,84,46.7,2024-04-03T06:00:00,2024-04-02T23:00:00,1712098800
168,179.2,2024-04-03:00,11,45,86.3,69,47,2024-04-03T07:00:00,2024-04-03T00:00:00,1712102400
160,158.9,2024-04-03:01,10.3,52.7,81.5,62.67,47.3,2024-04-03T08:00:00,2024-04-03T01:00:00,1712106000
151,138.7,2024-04-03:02,9.7,60.3,76.8,56.33,47.7,2024-04-03T09:00:00,2024-04-03T02:00:00,1712109600
139,118.5,2024-04-03:03,9,68,72,50,48,2024-04-03T10:00:00,2024-04-03T03:00:00,1712113200
118,108.7,2024-04-03:04,8,74,53,42,44.3,2024-04-03T11:00:00,2024-04-03T04:00:00,1712116800
139,99,2024-04-03:05,7,80,90,50,40.7,2024-04-03T12:00:00,2024-04-03T05:00:00,1712120400
102,89.3,2024-04-03:06,6,86,52,36,37,2024-04-03T13:00:00,2024-04-03T06:00:00,1712124000
92,85.8,2024-04-03:07,6.3,77,46,31.67,31.7,2024-04-03T14:00:00,2024-04-03T07:00:00,1712127600
83,82.3,2024-04-03:08,6.7,68,40,27.33,26.3,2024-04-03T15:00:00,2024-04-03T08:00:00,1712131200
74,78.8,2024-04-03:09,7,59,34,23,21,2024-04-03T16:00:00,2024-04-03T09:00:00,1712134800
46,147.7,2024-04-03:10,14,52.7,14,11,32.3,2024-04-03T17:00:00,2024-04-03T10:00:00,1712138400
69,216.5,2024-04-03:11,21,46.3,28,21,43.7,2024-04-03T18:00:00,2024-04-03T11:00:00,1712142000
67,285.4,2024-04-03:12,28,40,25,20,55,2024-04-03T19:00:00,2024-04-03T12:00:00,1712145600
89,448.2,2024-04-03:13,39.7,35.3,38,30,83.3,2024-04-03T20:00:00,2024-04-03T13:00:00,1712149200
107,611,2024-04-03:14,51.3,30.7,48,38,111.7,2024-04-03T21:00:00,2024-04-03T14:00:00,1712152800
134,773.9,2024-04-03:15,63,26,60,48,140,2024-04-03T22:00:00,2024-04-03T15:00:00,1712156400
175,774,2024-04-03:16,61,27.3,100.3,74,134,2024-04-03T23:00:00,2024-04-03T16:00:00,1712160000
240,774.2,2024-04-03:17,59,28.7,176.7,123,128,2024-04-04T00:00:00,2024-04-03T17:00:00,1712163600
244,774.4,2024-04-03:18,57,30,181,126,122,2024-04-04T01:00:00,2024-04-03T18:00:00,1712167200
224,647,2024-04-03:19,48,33,159.7,111,103.3,2024-04-04T02:00:00,2024-04-03T19:00:00,1712170800
204,519.6,2024-04-03:20,39,36,138.3,96,84.7,2024-04-04T03:00:00,2024-04-03T20:00:00,1712174400
184,392.2,2024-04-03:21,30,39,117,81,66,2024-04-04T04:00:00,2024-04-03T21:00:00,1712178000
168,373.7,2024-04-03:22,26.3,46,98,68.67,61.3,2024-04-04T05:00:00,2024-04-03T22:00:00,1712181600
151,355.2,2024-04-03:23,22.7,53,79,56.33,56.7,2024-04-04T06:00:00,2024-04-03T23:00:00,1712185200
123,336.7,2024-04-04:00,19,60,60,44,52,2024-04-04T07:00:00,2024-04-04T00:00:00,1712188800
100,267.1,2024-04-04:01,15,79.3,78,35,50.7,2024-04-04T08:00:00,2024-04-04T01:00:00,1712192400
95,197.5,2024-04-04:02,11,98.7,68,32.67,49.3,2024-04-04T09:00:00,2024-04-04T02:00:00,1712196000
82,127.8,2024-04-04:03,7,118,72,27,48,2024-04-04T10:00:00,2024-04-04T03:00:00,1712199600
78,114.6,2024-04-04:04,5.3,119.7,42,25,41.7,2024-04-04T11:00:00,2024-04-04T04:00:00,1712203200
78,101.4,2024-04-04:05,3.7,121.3,52,25,35.3,2024-04-04T12:00:00,2024-04-04T05:00:00,1712206800
115,88.1,2024-04-04:06,2,123,58,41,29,2024-04-04T13:00:00,2024-04-04T06:00:00,1712210400
91,83.1,2024-04-04:07,2.7,115,46,31,26.3,2024-04-04T14:00:00,2024-04-04T07:00:00,1712214000
95,78,2024-04-04:08,3.3,107,41.3,33,23.7,2024-04-04T15:00:00,2024-04-04T08:00:00,1712217600
87,73,2024-04-04:09,4,99,33,29,21,2024-04-04T16:00:00,2024-04-04T09:00:00,1712221200
118,122.4,2024-04-04:10,10.7,88.3,43,42,28.3,2024-04-04T17:00:00,2024-04-04T10:00:00,1712224800
112,171.8,2024-04-04:11,17.3,77.7,40,40,35.7,2024-04-04T18:00:00,2024-04-04T11:00:00,1712228400
98,221.2,2024-04-04:12,24,67,34,34,43,2024-04-04T19:00:00,2024-04-04T12:00:00,1712232000
145,282.3,2024-04-04:13,28,60.7,52,52,55.7,2024-04-04T20:00:00,2024-04-04T13:00:00,1712235600
154,343.4,2024-04-04:14,32,54.3,63.3,58.67,68.3,2024-04-04T21:00:00,2024-04-04T14:00:00,1712239200
171,404.4,2024-04-04:15,36,48,78,71,81,2024-04-04T22:00:00,2024-04-04T15:00:00,1712242800
175,415.5,2024-04-04:16,37,46.7,74,74,87.7,2024-04-04T23:00:00,2024-04-04T16:00:00,1712246400
175,426.6,2024-04-04:17,38,45.3,74,74,94.3,2024-04-05T00:00:00,2024-04-04T17:00:00,1712250000
175,437.7,2024-04-04:18,39,44,74,74,101,2024-04-05T01:00:00,2024-04-04T18:00:00,1712253600
225,438.1,2024-04-04:19,37,41,112,112,107,2024-04-05T02:00:00,2024-04-04T19:00:00,1712257200
208,438.5,2024-04-04:20,35,38,99.3,99.33,113,2024-04-05T03:00:00,2024-04-04T20:00:00,1712260800
225,438.9,2024-04-04:21,33,35,112,112,119,2024-04-05T04:00:00,2024-04-04T21:00:00,1712264400
232,477,2024-04-04:22,32.3,44.3,118,117,105.7,2024-04-05T05:00:00,2024-04-04T22:00:00,1712268000
203,515.1,2024-04-04:23,31.7,53.7,172,95,92.3,2024-04-05T06:00:00,2024-04-04T23:00:00,1712271600
195,553.3,2024-04-05:00,31,63,124,89,79,2024-04-05T07:00:00,2024-04-05T00:00:00,1712275200
163,414.7,2024-04-05:01,24.3,74.3,140,65,68,2024-04-05T08:00:00,2024-04-05T01:00:00,1712278800
160,276.2,2024-04-05:02,17.7,85.7,112,63,57,2024-04-05T09:00:00,2024-04-05T02:00:00,1712282400
100,137.7,2024-04-05:03,11,97,52,35,46,2024-04-05T10:00:00,2024-04-05T03:00:00,1712286000
155,129.4,2024-04-05:04,9.7,104,66,59,40.3,2024-04-05T11:00:00,2024-04-05T04:00:00,1712289600
131,121,2024-04-05:05,8.3,111,47,47,34.7,2024-04-05T12:00:00,2024-04-05T05:00:00,1712293200
110,112.6,2024-04-05:06,7,118,39,39,29,2024-04-05T13:00:00,2024-04-05T06:00:00,1712296800
118,113.4,2024-04-05:07,7.3,116,54,42,29.3,2024-04-05T14:00:00,2024-04-05T07:00:00,1712300400
